Year,SMW,Crop_Growth_Week,Location,Longitude,Latitude,JS 95-60,JS-335,Shivalik,JS93-05,Punjab1,PK -472,Bragg,Monetta,NRC-7,PK-262,Gaurav, JS 90-41,Max_Temp,Min_Temp,Max_Humidity,Min_Humidity,No of Rainy days,Rainfall,Wind_Velocity,Disease
2021,33,7,Almora,79.6436417,29.5894787,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,,,,Pod_Blight
2021,34,8,Almora,79.6436417,29.5894787,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,,,,Pod_Blight
2021,35,9,Almora,79.6436417,29.5894787,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,,,,Pod_Blight
2021,36,10,Almora,79.6436417,29.5894787,0,0,11.11,11.11,0,0,0,11.11,0,11.11,NA,NA,,,,,,,,Pod_Blight
2021,37,11,Almora,79.6436417,29.5894787,11.11,0,33.33,11.11,11.11,11.11,11.11,33.33,11.11,11.11,NA,NA,,,,,,,,Pod_Blight
2021,38,12,Almora,79.6436417,29.5894787,33.33,11.11,33.33,33.33,11.11,33.33,33.33,55.55,11.11,33.33,NA,NA,,,,,,,,Pod_Blight
2021,39,13,Almora,79.6436417,29.5894787,33.33,11.11,33.33,33.33,11.11,33.33,33.33,55.55,11.11,55.55,NA,NA,,,,,,,,Pod_Blight
2021,40,14,Almora,79.6436417,29.5894787,33.33,11.11,33.33,33.33,11.11,33.33,33.33,55.55,11.11,55.55,NA,NA,,,,,,,,Pod_Blight
2021,27,1,Almora,79.6436417,29.5894787,,,,,,,,,,,NA,NA,,,,,,,,Bacterial_Pustule
2021,28,2,Almora,79.6436417,29.5894787,,,,,,,,,,,NA,NA,,,,,,,,
2021,29,3,Almora,79.6436417,29.5894787,,,,,,,,,,,NA,NA,,,,,,,,
2021,30,4,Almora,79.6436417,29.5894787,,,,,,,,,,,NA,NA,,,,,,,,
2021,31,5,Almora,79.6436417,29.5894787,,,,,,,,,,,NA,NA,,,,,,,,
2021,32,6,Almora,79.6436417,29.5894787,,,,,,,,,,,NA,NA,,,,,,,,
2021,33,7,Almora,79.6436417,29.5894787,,,,,,,,,,,NA,NA,,,,,,,,
2021,34,8,Almora,79.6436417,29.5894787,,,,,,,,,,,NA,NA,,,,,,,,
2021,35,9,Almora,79.6436417,29.5894787,,,,,,,,,,,NA,NA,,,,,,,,
2021,36,10,Almora,79.6436417,29.5894787,,,,,,,,,,,NA,NA,,,,,,,,
2021,37,11,Almora,79.6436417,29.5894787,,,,,,,,,,,NA,NA,,,,,,,,
2021,38,12,Almora,79.6436417,29.5894787,,,,,,,,,,,NA,NA,,,,,,,,
2021,39,13,Almora,79.6436417,29.5894787,,,,,,,,,,,NA,NA,,,,,,,,
2021,40,14,Almora,79.6436417,29.5894787,,,,,,,,,,,NA,NA,,,,,,,,
2021,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,,,,,,,,,,
